+---------+--------------------------------------+----------------------+---------+
| idx % 2 |                vapor                 |         nick         | n_games |
| 1       | 48d1922e-4938-46cf-bc1c-e4193600dc8c | ACE.Stormich         |         |
| 0       | 491f3767-cbe1-4824-8210-3495d96091f5 | SausageHole          |         |
| 1       | 492b5752-b733-4cef-a4b9-e6facbfe6e3d | LickMyEar988         |         |
| 0       | 4963155b-9bb6-41ac-b009-b9ca879f898d | NavinIsSmart         |         |
| 1       | 4ae911a0-003f-4c5b-ada4-d337a46d4090 | MrSpider708          |         |
| 0       | 4afb692e-df87-400e-a9dd-63b3e4bde5e3 | Vladan               |         |
| 1       | 4b43758b-2618-4091-a319-883b1e4fbb5e | SevenSixTwo          |         |
| 0       | 4b6bd701-b633-46d7-9569-b7e386666343 | iDiioT               |         |
| 1       | 4b76e720-43bb-4a0e-9e45-9e783ff9afd7 | Smiley377            |         |
| 0       | 4b927698-0567-4824-8dce-b75c60a5aaee | Elephant Slayer884   |         |
| 1       | 4c074541-932b-4343-9c17-420405d0d661 | smudge               |         |
| 0       | 4c4ee8d5-4ca8-4256-a372-e9bf3ea186cd | F/\DE                | 20      |
| 1       | 4c9a5df0-ab0b-4003-aaf8-520f4cc54403 | vinviniant732        |         |
| 0       | 4ca35059-b3f9-4927-9697-15b2690ac47f | Arse                 |         |
| 1       | 4cd848a9-30c9-4609-8233-f98e65443771 | Randa                |         |
| 0       | 4de5b694-f082-41b3-a596-049a6ebd46c2 | 1manBTW615           |         |
| 1       | 4e03c9c7-093c-4ca6-ae61-6605a1b678b4 | tnichol              |         |
| 0       | 4e59acae-db1d-4db9-aaeb-5a0ace91b5f4 | Doktor Evil          |         |
| 1       | 4e6c86a0-fb47-4ce4-b19b-27b7125b386b | Moovis               | 8       |
| 0       | 4fd6f368-879c-477f-b6c3-a8d0b392d793 | Sijbrensdota622      |         |
| 1       | 4fdcf248-d167-4853-af71-0025b6dcfe85 | LordKr4v3n46         |         |
| 0       | 4fe545d2-fca0-40ca-8fc3-89f5218742c6 | 101398980067         |         |
| 1       | 503f171b-3462-47fb-a8ac-7f47093fc001 | Floyd ^A^760         |         |
| 0       | 506ddf56-b924-42b6-9ff9-bdc974b68e9b | Castle89             | 3       |
| 1       | 507bc49f-29c4-44ae-a02f-66c96da9c0ef | thecas192            |         |
| 0       | 509f8a54-b880-44f9-b0ad-cef0f7c05820 | PreferablyShmee492   |         |
| 1       | 511486fc-8b64-40d5-90a3-7aa53a8be11e | Jethro McCoy         |         |
| 0       | 512d6133-135e-4d63-a1d3-1e88dbc0e989 | _Maverick_           | 122     |
| 1       | 5166a57f-3b07-407e-8d5a-2e0f84c08f75 | aioli engineer       |         |
| 1       | 5166a57f-3b07-407e-8d5a-2e0f84c08f75 | aioli enjoyer        |         |
| 0       | 521a5314-f090-420d-b69b-0d260c10ed5d | manu617              |         |
| 1       | 5231dfd6-e0f6-4717-a1b4-137f1eb62d54 | hervethellama215     |         |
| 0       | 52bcdc55-80bf-44d8-b82e-2763022f90ac | jeRRy9494            |         |
| 0       | 52bcdc55-80bf-44d8-b82e-2763022f90ac | jeRRy_               |         |
| 1       | 52bf67c3-aec6-4e9b-94cf-a5046bac24b1 | martintaboada18561   |         |
| 0       | 52e46443-7e07-47e3-ae70-4ce0cdf234e0 | Chalkem              |         |
| 1       | 532818a5-bb81-4204-94ff-4e745f848322 | 7thElement27         |         |
| 0       | 532e715b-b798-4ade-bc70-5d11f9b0cedb | Flat                 |         |
| 1       | 5334a536-8038-402e-9d3c-b1d26846c386 | TheMadWeaz           | 2       |
| 0       | 5359f0e8-9112-4317-a91d-6d25c0a1546c | davec727             | 9       |
| 1       | 5363b5c3-0455-4b7c-b606-d71258e1d7c1 | CrapStriker          |         |
| 0       | 54462e9d-10a5-419f-83e0-a29307000211 | obesity              |         |
| 1       | 546c7be4-7919-4f33-acf0-b6fa8afb05fe | Lamar Jackson        |         |
| 0       | 557aaf28-3679-4d77-b105-b791374e3b3a | derekdesmidt62       | 91      |
| 1       | 55d2618b-97c9-4666-94aa-0f020bb7f545 | Terian771            |         |
| 0       | 55f43548-c47a-4d4c-8e84-560080ee78f4 | Egexx25199           |         |
| 1       | 560bc694-1159-4fca-995a-a45e170750e2 | Reetkever932         |         |
| 0       | 564af71b-1379-464a-9516-c3eb5ba72e0d | Silverback77         | 3       |
| 1       | 56594ceb-59ef-4549-bd2e-6d587c56053d | davidvazquezv8716    |         |
| 0       | 569afb75-a163-46d1-b9bd-9a22dae261d8 | Exemv668             |         |
| 1       | 56f8996a-a4fc-4af9-8fc7-811c3c07ba61 | MethamFriendOfM982   |         |
| 0       | 578fe004-b49a-414e-bd0b-033ea7e95f16 | Nick miao            |         |
| 1       | 57d499da-fa30-4bbb-add3-612a29e16376 | Phayros926           |         |
| 0       | 585a2054-b5f4-4268-96d7-87f4b367a60b | edgrponce555         |         |
| 1       | 586a85ca-b8b1-49f1-9ba8-17914e975e4c | Irontale             |         |
| 0       | 58c5bb85-26dc-424d-9332-ff1f5d08d5ae | BAMP0LENA46          |         |
| 1       | 58d3feb4-4cb5-475c-bde8-f4868a6aab26 | Petersulivan999      |         |
| 0       | 595c7e89-d271-485c-ae5e-84820135b595 | K1ka199              |         |
| 1       | 599bdc68-baac-4007-8392-29549bf95000 | prudensg             |         |
| 0       | 5a01e629-43f5-461e-b8d6-4d80a330d9a8 | <AI>{T}              |         |
| 1       | 5a0d83c0-e721-499a-bd74-73048ae7f3b7 | artursti557          |         |
| 0       | 5a362205-050c-48d6-b7b5-2ea749422fa6 | arthur-esc87         |         |
| 1       | 5a51a308-44ee-4324-9f7e-cfd69c0bea96 | space mermaid {DB}   |         |
| 0       | 5b961b2b-8071-42f4-b841-f305362cbeab | aliferpo2003426      |         |
| 1       | 5b99964a-f206-409a-8d84-0a6fa7f93b88 | CrossBread554        |         |
| 0       | 5c0cb24c-902b-401a-803e-916d5c34cec2 | jefflenzen670        |         |
| 1       | 5c0d932a-3f71-455a-b17a-e8044033b809 | ewgeniyseemann425    |         |
| 0       | 5cc46ecc-5a49-40b5-90fa-7f62fe2ee3bc | Hinata404            |         |
| 1       | 5d221815-43ec-4816-8d80-c7f9710665c4 | (CXG) Ciber \|<473   |         |
| 0       | 5e4adc1b-9344-4a3e-ae69-dee858447e08 | mpat                 |         |
| 1       | 5e511dbc-d409-4b81-aeee-be38649cffd4 | (|Mikesol|)          |         |
| 0       | 5e77a7f9-f29e-41e6-a2eb-50809f3487a3 | badmophet912         |         |
| 1       | 5eb27d38-855b-4106-87d4-8697cc9d6791 | poemofworld662       |         |
| 0       | 5eeb8306-85ac-4026-8a51-94179d49db71 | Tryen                |         |
| 1       | 60848c66-4e28-4478-8b71-a0fb61087db8 | bamboo_              | 60      |
| 0       | 60b809e0-42f6-472b-85f1-a85c4c61e254 | SilverTXX            | 15      |
| 1       | 60d46f8e-79fc-4c7a-b20b-5619e4b078ed | DorkyMohr            | 1       |
| 0       | 61863240-ed02-473d-8752-2e528d55fb00 | hayatacimizTR        |         |
| 1       | 618f06af-59dd-4ca2-b73a-a7934f1e1a8e | GANGSTA              |         |
| 0       | 6227ff82-72f4-4985-8b60-76874614efa2 | danelakeforu212      |         |
| 1       | 6283a710-2642-467b-b238-0b06d4b897c3 | Fifo10874            |         |
| 0       | 62989acf-f3b1-4a2e-baec-f07322c75247 | DOOM.                | 23      |
| 1       | 62d50f21-6ac2-4b56-86ed-d04e413850e8 | Cijay                |         |
